,id,site_id,title,price,sale_price,currency_id,available_quantity,sold_quantity,buying_mode,listing_type_id,stop_time,condition,permalink,thumbnail,thumbnail_id,accepts_mercadopago,original_price,category_id,official_store_id,domain_id,catalog_product_id,tags,catalog_listing,use_thumbnail_id,order_backend,seller__id,seller__permalink,seller__registration_date,seller__car_dealer,seller__real_estate_agency,seller__tags,seller__seller_reputation__transactions__total,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__period,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__completed,seller__seller_reputation__power_seller_status,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__level_id,seller__eshop__nick_name,seller__eshop__eshop_rubro,seller__eshop__eshop_id,seller__eshop__eshop_locations,seller__eshop__site_id,seller__eshop__eshop_logo_url,seller__eshop__eshop_status_id,seller__eshop__seller,seller__eshop__eshop_experience,seller__seller_reputation__metrics__delayed_handling_time__excluded__real_rate,seller__seller_reputation__metrics__delayed_handling_time__excluded__real_value,seller__eshop__eshop_rubro__id,seller__eshop__eshop_rubro__name,seller__eshop__eshop_rubro__category_id,seller__seller_reputation__metrics__claims__excluded__real_rate,seller__seller_reputation__metrics__claims__excluded__real_value,seller__seller_reputation__metrics__cancellations__excluded__real_rate,seller__seller_reputation__metrics__cancellations__excluded__real_value,seller__seller_reputation__protection_end_date,seller__seller_reputation__real_level,prices__id,prices__prices,prices__presentation__display_currency,prices__payment_method_prices,installments__quantity,installments__amount,installments__rate,installments__currency_id,address__state_id,address__state_name,address__city_id,address__city_name,shipping__free_shipping,shipping__mode,shipping__tags,shipping__logistic_type,shipping__store_pick_up,seller_address__id,seller_address__comment,seller_address__address_line,seller_address__zip_code,seller_address__country__id,seller_address__country__name,seller_address__state__id,seller_address__state__name,seller_address__city__id,seller_address__city__name,seller_address__latitude,seller_address__longitude,attributes_0__value_id,attributes_0__value_name,attributes_0__values,attributes_0__attribute_group_id,attributes_0__attribute_group_name,attributes_0__source,attributes_0__id,attributes_0__name,attributes_0__value_struct,attributes_1__value_id,attributes_1__values,attributes_1__attribute_group_id,attributes_1__attribute_group_name,attributes_1__source,attributes_1__id,attributes_1__name,attributes_1__value_name,attributes_1__value_struct,attributes_1__value_struct__unit,attributes_1__value_struct__number,attributes_2__id,attributes_2__value_id,attributes_2__attribute_group_id,attributes_2__attribute_group_name,attributes_2__source,attributes_2__name,attributes_2__value_name,attributes_2__value_struct,attributes_2__values,attributes_2__value_struct__unit,attributes_2__value_struct__number,attributes_3__values,attributes_3__source,attributes_3__name,attributes_3__value_id,attributes_3__value_struct,attributes_3__attribute_group_id,attributes_3__attribute_group_name,attributes_3__id,attributes_3__value_name,attributes_3__value_struct__unit,attributes_3__value_struct__number,attributes_4__id,attributes_4__value_id,attributes_4__source,attributes_4__values,attributes_4__attribute_group_id,attributes_4__attribute_group_name,attributes_4__name,attributes_4__value_name,attributes_4__value_struct,attributes_4__value_struct__number,attributes_4__value_struct__unit,attributes_5__attribute_group_name,attributes_5__source,attributes_5__id,attributes_5__name,attributes_5__value_id,attributes_5__value_name,attributes_5__value_struct__number,attributes_5__value_struct__unit,attributes_5__values,attributes_5__attribute_group_id,attributes_5__value_struct,attributes_6__name,attributes_6__value_name,attributes_6__values,attributes_6__attribute_group_name,attributes_6__id,attributes_6__value_id,attributes_6__value_struct__number,attributes_6__value_struct__unit,attributes_6__attribute_group_id,attributes_6__source,attributes_6__value_struct,attributes_7__id,attributes_7__name,attributes_7__value_id,attributes_7__value_struct__number,attributes_7__value_struct__unit,attributes_7__attribute_group_id,attributes_7__source,attributes_7__value_name,attributes_7__values,attributes_7__attribute_group_name,attributes_8__value_struct__number,attributes_8__value_struct__unit,attributes_8__values,attributes_8__attribute_group_id,attributes_8__name,attributes_8__value_id,attributes_8__value_name,attributes_8__id,attributes_8__attribute_group_name,attributes_8__source,attributes_9,differential_pricing__id
0,MLA898844422,MLA,Smart Tv Samsung Series 7 Un50tu7000gczb Led 4k 50  220v - 240v,60299.0,,ARS,154,2003,buy_it_now,gold_pro,2041-01-26T14:57:31.000Z,new,https://www.mercadolibre.com.ar/smart-tv-samsung-series-7-un50tu7000gczb-led-4k-50-220v-240v/p/MLA16233171,http://http2.mlstatic.com/D_878604-MLA44160072739_112020-I.jpg,878604-MLA44160072739_112020,True,,MLA1002,1938.0,MLA-TELEVISIONS,MLA16233171,"['ahora-12', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'loyalty_discount_eligible', 'immediate_payment', 'shipping_guaranteed', 'best_seller_candidate']",True,True,1,608846165,http://perfil.mercadolibre.com.ar/1P+CE_FLA,2020-07-13T13:21:30.000-04:00,False,False,"['brand', 'user_info_verified', 'large_seller', 'credits_profile', 'messages_as_seller']",278254,12666,historic,0.06,0.92,0.02,265588,platinum,0.007,647,60 days,0.0,0,60 days,60 days,87420,0.0,0,60 days,5_green,,,,,,,,,,,,,,,,,,,,,MLA898844422,"[{'id': '13', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 60299, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-11T12:52:38Z'}, {'id': '9', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2021-03-05T03:00:00Z', 'end_time': '2021-03-06T02:59:59Z', 'eligible': True}, 'amount': 59999, 'regular_amount': 66999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1260169-MLA898844422', 'promotion_type': 'deal_of_the_day'}, 'last_updated': '2021-03-04T18:45:38Z'}]",ARS,[],18.0,3349.94,0.0,ARS,AR-B,Buenos Aires,,Villa Celina,True,me2,"['fulfillment', 'mandatory_free_shipping']",fulfillment,False,,,,,AR,Argentina,AR-B,Buenos Aires,,Villa Celina,,,206,Samsung,"[{'struct': None, 'source': 1, 'id': '206', 'name': 'Samsung'}]",MAIN,Principales,1,BRAND,Marca,,8283717,"[{'id': '8283717', 'name': 'UN50TU7000', 'struct': None, 'source': 1}]",MAIN,Principales,1.0,MODEL,Modelo,UN50TU7000,,,,ALPHANUMERIC_MODEL,9169557,OTHERS,Otros,1.0,Modelo alfanumérico,UN50TU7000GCZB,,"[{'id': '9169557', 'name': 'UN50TU7000GCZB', 'struct': None, 'source': 1}]",,,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 8748668969142}]",8748668969142.0,Condición del ítem,2230284,,OTHERS,Otros,ITEM_CONDITION,Nuevo,,,LINE,72,1.0,"[{'source': 1, 'id': '72', 'name': 'Series 7', 'struct': None}]",OTHERS,Otros,Línea,Series 7,,,,Otros,1.0,MAX_SPEAKERS_POWER,Potencia máxima de los parlantes,999591,20 W,20.0,W,"[{'id': '999591', 'name': '20 W', 'struct': {'unit': 'W', 'number': 20}, 'source': 1}]",OTHERS,,Largo del paquete,25 cm,"[{'id': None, 'name': '25 cm', 'struct': {'number': 25, 'unit': 'cm'}, 'source': 4333789534002961}]",Otros,PACKAGE_LENGTH,,25.0,cm,OTHERS,4333789534002961.0,,PACKAGE_WEIGHT,Peso del paquete,,16000.0,g,OTHERS,4333789534002961.0,16000 g,"[{'id': None, 'name': '16000 g', 'struct': {'number': 16000, 'unit': 'g'}, 'source': 4333789534002961}]",Otros,11.4,kg,"[{'source': 1, 'id': '1072426', 'name': '11.4 kg', 'struct': {'number': 11.4, 'unit': 'kg'}}]",OTHERS,Peso,1072426,11.4 kg,WEIGHT,Otros,1.0,,35713231.0
1,MLA877443014,MLA,Smart Tv Rca X55andtv Led 4k 55  100v/240v,55499.0,,ARS,2,5,buy_it_now,gold_special,2040-09-03T04:00:00.000Z,new,https://www.mercadolibre.com.ar/smart-tv-rca-x55andtv-led-4k-55-100v240v/p/MLA15284465,http://http2.mlstatic.com/D_752157-MLA40931045887_022020-I.jpg,752157-MLA40931045887_022020,True,,MLA1002,,MLA-TELEVISIONS,MLA15284465,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",True,True,2,69541508,http://perfil.mercadolibre.com.ar/TIENDA+DELTA,2011-09-15T17:48:50.000-04:00,False,False,"['normal', 'user_info_verified', 'eshop', 'mshops', 'medium_seller', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",55644,4453,historic,0.04,0.94,0.02,51191,platinum,0.0177,150,60 days,0.0407,315,60 days,60 days,7955,0.0149,126,60 days,5_green,TIENDA DELTA,,105891.0,[],MLA,http://resources.mlstatic.com/eshops/69541508v062e69.png,1.0,69541508.0,0.0,,,,,,,,,,,,MLA877443014,"[{'id': '15', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 55499, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-09T15:41:57Z'}]",ARS,[],12.0,7870.22,70.17,ARS,AR-C,Capital Federal,,Parque Patricios,True,me2,"['self_service_out', 'mandatory_free_shipping']",cross_docking,False,,,,,AR,Argentina,AR-C,Capital Federal,,Parque Patricios,,,21980,RCA,"[{'id': '21980', 'name': 'RCA', 'struct': None, 'source': 1}]",MAIN,Principales,1,BRAND,Marca,,7920782,"[{'source': 1, 'id': '7920782', 'name': 'X55ANDTV', 'struct': None}]",MAIN,Principales,1.0,MODEL,Modelo,X55ANDTV,,,,ALPHANUMERIC_MODEL,X55ANDTV,OTHERS,Otros,6536000100455122.0,Modelo alfanumérico,X55ANDTV,,"[{'id': 'X55ANDTV', 'name': 'X55ANDTV', 'struct': None, 'source': 6536000100455122}]",,,"[{'struct': None, 'source': 6808261514773724, 'id': '2230284', 'name': 'Nuevo'}]",6808261514773724.0,Condición del ítem,2230284,,OTHERS,Otros,ITEM_CONDITION,Nuevo,,,LINE,Smart,6536000100455122.0,"[{'id': 'Smart', 'name': 'Smart', 'struct': None, 'source': 6536000100455122}]",OTHERS,Otros,Línea,Smart,,,,Otros,1.0,MAX_SPEAKERS_POWER,Potencia máxima de los parlantes,1160569,16 W,16.0,W,"[{'id': '1160569', 'name': '16 W', 'struct': {'number': 16, 'unit': 'W'}, 'source': 1}]",OTHERS,,Peso,12 kg,"[{'id': '517256', 'name': '12 kg', 'struct': {'number': 12, 'unit': 'kg'}, 'source': 1}]",Otros,WEIGHT,517256,12.0,kg,OTHERS,1.0,,,,,,,,,,,,,,,,,,,,,,,
2,MLA899355775,MLA,Smart Tv Tcl L50p8m Led 4k 50  100v/240v,49490.0,,ARS,2,9,buy_it_now,gold_special,2040-11-25T04:00:00.000Z,new,https://www.mercadolibre.com.ar/smart-tv-tcl-l50p8m-led-4k-50-100v240v/p/MLA15233098,http://http2.mlstatic.com/D_862772-MLA40527019658_012020-I.jpg,862772-MLA40527019658_012020,True,,MLA1002,,MLA-TELEVISIONS,MLA15233098,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed', 'best_seller_candidate']",True,True,3,147257166,http://perfil.mercadolibre.com.ar/SATURNO-HOGAR,2013-10-10T12:28:04.000-04:00,False,False,"['normal', 'user_info_verified', 'credits_priority_4', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",23428,1371,historic,0.02,0.94,0.04,22057,platinum,0.0163,44,60 days,0.0,0,60 days,60 days,2564,0.0,2,60 days,5_green,SATURNO-HOGAR,,217368.0,[],MLA,http://resources.mlstatic.com/eshops/147257166vac3ea4.png,1.0,147257166.0,0.0,0.0486,69.0,,,,,,,,,,MLA899355775,"[{'id': '271d33fb-e296-46bd-8d48-f580c65b3a75', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 49490, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-12-28T21:45:02Z'}]",ARS,[],12.0,7018.09,70.17,ARS,AR-X,Córdoba,TUxBQ0NBUGNiZGQx,Córdoba,True,me2,['mandatory_free_shipping'],drop_off,False,,,,,AR,Argentina,AR-X,Córdoba,TUxBQ0NBUGNiZGQx,Córdoba,,,16457,TCL,"[{'id': '16457', 'name': 'TCL', 'struct': None, 'source': 1}]",MAIN,Principales,1,BRAND,Marca,,7854977,"[{'id': '7854977', 'name': 'L50P8M', 'struct': None, 'source': 1}]",MAIN,Principales,1.0,MODEL,Modelo,L50P8M,,,,ITEM_CONDITION,2230284,OTHERS,Otros,6808261514773724.0,Condición del ítem,Nuevo,,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}]",,,"[{'struct': {'number': 8, 'unit': 'W'}, 'source': 1, 'id': '1252270', 'name': '8 W'}]",1.0,Potencia máxima de los parlantes,1252270,,OTHERS,Otros,MAX_SPEAKERS_POWER,8 W,W,8.0,WEIGHT,203413,1.0,"[{'id': '203413', 'name': '10 kg', 'struct': {'number': 10, 'unit': 'kg'}, 'source': 1}]",OTHERS,Otros,Peso,10 kg,,10.0,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,MLA877436109,MLA,Smart Tv Tedge Ntv504k Led 4k 50  220v,48999.0,,ARS,1270,861,buy_it_now,gold_pro,2040-09-03T12:11:36.000Z,new,https://www.mercadolibre.com.ar/smart-tv-tedge-ntv504k-led-4k-50-220v/p/MLA15998081,http://http2.mlstatic.com/D_774646-MLA43196387330_082020-I.jpg,774646-MLA43196387330_082020,True,53999.0,MLA1002,1824.0,MLA-TELEVISIONS,MLA15998081,"['ahora-12', 'brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'shipping_guaranteed', 'best_seller_candidate']",True,True,5,417972986,http://perfil.mercadolibre.com.ar/PL+MLA,2019-03-19T08:41:57.000-04:00,False,False,"['brand', 'user_info_verified', 'large_seller', 'mshops', 'messages_as_seller']",371454,16754,historic,0.03,0.96,0.01,354700,platinum,0.0068,434,60 days,0.0,0,60 days,60 days,60963,0.0009,61,60 days,5_green,,,,,,,,,,,,,,,,,,,,,MLA877436109,"[{'id': '20', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 53999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-10T18:57:12Z'}, {'id': '22', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2020-05-19T02:30:00Z', 'end_time': '2022-01-01T02:59:00Z', 'eligible': True}, 'amount': 48999, 'regular_amount': 53999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MLA4186', 'promotion_id': 'MLA4186', 'promotion_type': 'campaign'}, 'last_updated': '2021-03-10T18:58:50Z'}]",ARS,[],18.0,2722.17,0.0,ARS,AR-B,Buenos Aires,,Villa Celina,True,me2,"['fulfillment', 'mandatory_free_shipping']",fulfillment,False,,,,,AR,Argentina,AR-B,Buenos Aires,,Villa Celina,,,8039499,Tedge,"[{'struct': None, 'source': 1, 'id': '8039499', 'name': 'Tedge'}]",MAIN,Principales,1,BRAND,Marca,,8854978,"[{'struct': None, 'source': 1, 'id': '8854978', 'name': 'NTV504K'}]",MAIN,Principales,1.0,MODEL,Modelo,NTV504K,,,,ALPHANUMERIC_MODEL,,OTHERS,Otros,3376461333454861.0,Modelo alfanumérico,NTV504K,,"[{'struct': None, 'source': 3376461333454861, 'id': None, 'name': 'NTV504K'}]",,,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 2860837171021627}]",2860837171021627.0,Condición del ítem,2230284,,OTHERS,Otros,ITEM_CONDITION,Nuevo,,,LINE,,3376461333454861.0,"[{'id': None, 'name': 'Led 50 pulgadas', 'struct': None, 'source': 3376461333454861}]",OTHERS,Otros,Línea,Led 50 pulgadas,,,,Otros,1.0,MAX_SPEAKERS_POWER,Potencia máxima de los parlantes,1252270,8 W,8.0,W,"[{'name': '8 W', 'struct': {'number': 8, 'unit': 'W'}, 'source': 1, 'id': '1252270'}]",OTHERS,,Largo del paquete,24 cm,"[{'struct': {'number': 24, 'unit': 'cm'}, 'source': 4333789534002961, 'id': None, 'name': '24 cm'}]",Otros,PACKAGE_LENGTH,,24.0,cm,OTHERS,4333789534002961.0,,PACKAGE_WEIGHT,Peso del paquete,,11000.0,g,OTHERS,4333789534002961.0,11000 g,"[{'struct': {'number': 11000, 'unit': 'g'}, 'source': 4333789534002961, 'id': None, 'name': '11000 g'}]",Otros,11.5,kg,"[{'id': '1047556', 'name': '11.5 kg', 'struct': {'number': 11.5, 'unit': 'kg'}, 'source': 1}]",OTHERS,Peso,1047556,11.5 kg,WEIGHT,Otros,1.0,,35713231.0
6,MLA903854059,MLA,Smart Tv Samsung Series 7 Un43tu7000gczb Led 4k 43  220v - 240v,55999.0,,ARS,5,2,buy_it_now,gold_special,2041-01-06T04:00:00.000Z,new,https://www.mercadolibre.com.ar/smart-tv-samsung-series-7-un43tu7000gczb-led-4k-43-220v-240v/p/MLA16234225,http://http2.mlstatic.com/D_926936-MLA44160072891_112020-I.jpg,926936-MLA44160072891_112020,True,,MLA1002,1213.0,MLA-TELEVISIONS,MLA16234225,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",True,True,7,185359901,http://perfil.mercadolibre.com.ar/HENDEL+HOGAR,2015-06-11T13:45:40.000-04:00,False,False,"['brand', 'user_info_verified', 'large_seller', 'eshop', 'mshops', 'messages_as_seller', 'messages_as_buyer']",4612,352,historic,0.03,0.94,0.03,4260,,0.0289,4,60 days,0.0957,9,60 days,60 days,126,0.0,0,60 days,3_yellow,HENDEL HOGAR,,211489.0,[],MLA,http://resources.mlstatic.com/eshops/185359901ve3bb90.png,1.0,185359901.0,0.0,,,,,,,,,,,,MLA903854059,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 55999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-01T03:22:56Z'}]",ARS,[],12.0,7941.12,70.17,ARS,AR-B,Buenos Aires,TUxBQ1NBTjc3NjQ,San Vicente,True,me2,['mandatory_free_shipping'],cross_docking,True,,,,,AR,Argentina,AR-B,Buenos Aires,TUxBQ1NBTjc3NjQ,San Vicente,,,206,Samsung,"[{'id': '206', 'name': 'Samsung', 'struct': None, 'source': 1}]",MAIN,Principales,1,BRAND,Marca,,8741736,"[{'id': '8741736', 'name': 'UN43TU7000', 'struct': None, 'source': 1}]",MAIN,Principales,1.0,MODEL,Modelo,UN43TU7000,,,,ALPHANUMERIC_MODEL,9171944,OTHERS,Otros,1.0,Modelo alfanumérico,UN43TU7000GCZB,,"[{'id': '9171944', 'name': 'UN43TU7000GCZB', 'struct': None, 'source': 1}]",,,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 1}]",1.0,Condición del ítem,2230284,,OTHERS,Otros,ITEM_CONDITION,Nuevo,,,LINE,72,1.0,"[{'id': '72', 'name': 'Series 7', 'struct': None, 'source': 1}]",OTHERS,Otros,Línea,Series 7,,,,Otros,1.0,MAX_SPEAKERS_POWER,Potencia máxima de los parlantes,999591,20 W,20.0,W,"[{'id': '999591', 'name': '20 W', 'struct': {'number': 20, 'unit': 'W'}, 'source': 1}]",OTHERS,,Peso,8.1 kg,"[{'struct': {'number': 8.1, 'unit': 'kg'}, 'source': 1, 'id': '1160625', 'name': '8.1 kg'}]",Otros,WEIGHT,1160625,8.1,kg,OTHERS,1.0,,,,,,,,,,,,,,,,,,,,,,,
7,MLA884449357,MLA,Philips Smart Tv 4k Borderless 55pud6654/77,69999.0,,ARS,1,100,buy_it_now,gold_pro,2040-11-19T12:21:42.000Z,new,https://articulo.mercadolibre.com.ar/MLA-884449357-philips-smart-tv-4k-borderless-55pud665477-_JM,http://http2.mlstatic.com/D_921534-MLA44663600795_012021-I.jpg,921534-MLA44663600795_012021,True,,MLA1002,1938.0,MLA-TELEVISIONS,MLA17325856,"['ahora-12', 'brand_verified', 'catalog_product_candidate', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'shipping_guaranteed']",,True,8,608846165,http://perfil.mercadolibre.com.ar/1P+CE_FLA,2020-07-13T13:21:30.000-04:00,False,False,"['brand', 'user_info_verified', 'large_seller', 'credits_profile', 'messages_as_seller']",278254,12666,historic,0.06,0.92,0.02,265588,platinum,0.007,647,60 days,0.0,0,60 days,60 days,87420,0.0,0,60 days,5_green,,,,,,,,,,,,,,,,,,,,,MLA884449357,"[{'id': '5', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 69999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-02-01T14:04:05Z'}, {'id': '4', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2021-01-22T03:00:00Z', 'end_time': '2021-01-23T02:59:59Z', 'eligible': True}, 'amount': 69999, 'regular_amount': 72999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1041434-MLA884449357', 'promotion_type': 'deal_of_the_day'}, 'last_updated': '2021-01-22T03:01:04Z'}]",ARS,[],18.0,3888.83,0.0,ARS,AR-B,Buenos Aires,,Villa Celina,True,me2,"['fulfillment', 'mandatory_free_shipping']",fulfillment,False,,,,,AR,Argentina,AR-B,Buenos Aires,,Villa Celina,,,3,Philips,"[{'source': 8748668969142, 'id': '3', 'name': 'Philips', 'struct': None}]",MAIN,Principales,8748668969142,BRAND,Marca,,9775896,"[{'id': '9775896', 'name': '55PUD6654', 'struct': None, 'source': 3942444344910321}]",MAIN,Principales,3942444344910321.0,MODEL,Modelo,55PUD6654,,,,ALPHANUMERIC_MODEL,9775894,OTHERS,Otros,8748668969142.0,Modelo alfanumérico,55PUD6654/77,,"[{'id': '9775894', 'name': '55PUD6654/77', 'struct': None, 'source': 8748668969142}]",,,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 8748668969142}]",8748668969142.0,Condición del ítem,2230284,,OTHERS,Otros,ITEM_CONDITION,Nuevo,,,LINE,8854009,3942444344910321.0,"[{'id': '8854009', 'name': 'Series 6000', 'struct': None, 'source': 3942444344910321}]",OTHERS,Otros,Línea,Series 6000,,,,Otros,4709228965570453.0,MAX_SPEAKERS_POWER,Potencia máxima de los parlantes,999591,20 W,20.0,W,"[{'id': '999591', 'name': '20 W', 'struct': {'number': 20, 'unit': 'W'}, 'source': 4709228965570453}]",OTHERS,,Largo del paquete,39 cm,"[{'struct': {'number': 39, 'unit': 'cm'}, 'source': 4333789534002961, 'id': None, 'name': '39 cm'}]",Otros,PACKAGE_LENGTH,,39.0,cm,OTHERS,4333789534002961.0,,PACKAGE_WEIGHT,Peso del paquete,,17000.0,g,OTHERS,4333789534002961.0,17000 g,"[{'id': None, 'name': '17000 g', 'struct': {'number': 17000, 'unit': 'g'}, 'source': 4333789534002961}]",Otros,11.43,kg,"[{'source': 4709228965570453, 'id': '8892499', 'name': '11.43 kg', 'struct': {'number': 11.43, 'unit': 'kg'}}]",OTHERS,Peso,8892499,11.43 kg,WEIGHT,Otros,4709228965570453.0,,35713231.0
9,MLA841245044,MLA,Smart Tv Rca X50andtv Led 4k 50  100v/240v,46499.0,,ARS,23,19,buy_it_now,gold_special,2040-02-22T04:00:00.000Z,new,https://www.mercadolibre.com.ar/smart-tv-rca-x50andtv-led-4k-50-100v240v/p/MLA15192832,http://http2.mlstatic.com/D_655406-MLA40777106272_022020-I.jpg,655406-MLA40777106272_022020,True,,MLA1002,,MLA-TELEVISIONS,MLA15192832,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",True,True,10,69541508,http://perfil.mercadolibre.com.ar/TIENDA+DELTA,2011-09-15T17:48:50.000-04:00,False,False,"['normal', 'user_info_verified', 'eshop', 'mshops', 'medium_seller', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",55644,4453,historic,0.04,0.94,0.02,51191,platinum,0.0177,150,60 days,0.0407,315,60 days,60 days,7955,0.0149,126,60 days,5_green,TIENDA DELTA,,105891.0,[],MLA,http://resources.mlstatic.com/eshops/69541508v062e69.png,1.0,69541508.0,0.0,,,,,,,,,,,,MLA841245044,"[{'id': '5', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 46499, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-09T15:39:45Z'}]",ARS,[],12.0,6593.95,0.0,ARS,AR-C,Capital Federal,,Parque Patricios,True,me2,"['self_service_out', 'mandatory_free_shipping']",cross_docking,False,,,,,AR,Argentina,AR-C,Capital Federal,,Parque Patricios,,,21980,RCA,"[{'id': '21980', 'name': 'RCA', 'struct': None, 'source': 1}]",MAIN,Principales,1,BRAND,Marca,,7811574,"[{'struct': None, 'source': 1, 'id': '7811574', 'name': 'X50ANDTV'}]",MAIN,Principales,1.0,MODEL,Modelo,X50ANDTV,,,,ITEM_CONDITION,2230284,OTHERS,Otros,3045741222775799.0,Condición del ítem,Nuevo,,"[{'name': 'Nuevo', 'struct': None, 'source': 3045741222775799, 'id': '2230284'}]",,,"[{'id': '1160569', 'name': '16 W', 'struct': {'number': 16, 'unit': 'W'}, 'source': 1}]",1.0,Potencia máxima de los parlantes,1160569,,OTHERS,Otros,MAX_SPEAKERS_POWER,16 W,W,16.0,WEIGHT,203413,1.0,"[{'name': '10 kg', 'struct': {'number': 10, 'unit': 'kg'}, 'source': 1, 'id': '203413'}]",OTHERS,Otros,Peso,10 kg,,10.0,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
