,__id,__site_id,__title,__subtitle,__seller_id,__category_id,__official_store_id,__price,__base_price,__original_price,__currency_id,__initial_quantity,__available_quantity,__sold_quantity,__buying_mode,__listing_type_id,__start_time,__stop_time,__condition,__permalink,__thumbnail_id,__thumbnail,__secure_thumbnail,__video_id,__accepts_mercadopago,__non_mercado_pago_payment_methods,__shipping__mode,__shipping__tags,__shipping__dimensions,__shipping__local_pick_up,__shipping__free_shipping,__shipping__logistic_type,__shipping__store_pick_up,__international_delivery_mode,__seller_address__city__name,__seller_address__state__id,__seller_address__state__name,__seller_address__country__id,__seller_address__country__name,__seller_address__search_location__neighborhood__id,__seller_address__search_location__neighborhood__name,__seller_address__search_location__city__id,__seller_address__search_location__city__name,__seller_address__search_location__state__id,__seller_address__search_location__state__name,__seller_address__id,__seller_contact,__coverage_areas,__warnings,__listing_source,__status,__sub_status,__tags,__warranty,__catalog_product_id,__domain_id,__parent_item_id,__differential_pricing,__deal_ids,__automatic_relist,__date_created,__last_updated,__health,__catalog_listing,__sale_terms_0__id,__sale_terms_0__name,__sale_terms_0__value_id,__sale_terms_0__value_name,__sale_terms_0__value_struct__number,__sale_terms_0__value_struct__unit,__sale_terms_1__id,__sale_terms_1__name,__sale_terms_1__value_id,__sale_terms_1__value_name,__sale_terms_1__value_struct,__sale_terms_2,__descriptions_0__id,__descriptions_1,__shipping__free_methods_0__id,__shipping__free_methods_0__rule__default,__shipping__free_methods_0__rule__free_mode,__shipping__free_methods_0__rule__free_shipping_flag,__shipping__free_methods_0__rule__value,__shipping__free_methods_1,__variations_0__id,__variations_0__price,__variations_0__available_quantity,__variations_0__sold_quantity,__variations_0__sale_terms,__variations_0__picture_ids,__variations_0__catalog_product_id,__variations_1,BRAND,CORES_NUMBER,DISPLAY_REFRESH_RATE,DISPLAY_RESOLUTION,DISPLAY_SIZE,DISPLAY_TYPE,GPU,HARD_DRIVE_DATA_STORAGE_CAPACITY,IS_2_IN_1,IS_GAMER,IS_ULTRABOOK,ITEM_CONDITION,LINE,MODEL,NOTEBOOK_BATTERY_TYPE,OPTANE_CAPACITY,OPTICAL_DRIVES,OS_EDITION,OS_NAME,OS_VERSION,PROCESSOR_BRAND,PROCESSOR_LINE,RAM_MEMORY,RAM_MEMORY_TYPE,RESOLUTION_TYPE,SSD_DATA_STORAGE_CAPACITY,USB_PORTS_NUMBER,VIDEO_MEMORY,WEIGHT,WITH_BLUETOOTH,WITH_HDMI,WITH_TOUCH_SCREEN,WITH_USB,WITH_WEBCAM,pictures,__sale_terms_2__id,__sale_terms_2__name,__sale_terms_2__value_id,__sale_terms_2__value_name,__sale_terms_2__value_struct,__sale_terms_2__values,__sale_terms_3,ASPECT_RATIO,BATTERY_LIFE,DEPTH,EXCLUSIVE_CHANNEL,HEIGHT,MAX_SUPPORTED_RAM_MEMORY_CAPACITY,PROCESSOR_MODEL,PROCESSOR_SPEED,RAM_MEMORY_SPEED,RAM_SLOTS_NUMBER,SOUND_MODES,SPEAKERS_NUMBER,SSD_INTERFACE,USB_PORTS_TYPES,VIDEO_PORTS,WEBCAM_RESOLUTION,WIDTH,WITH_ETHERNET_PORT,WITH_HEADPHONES_OUTPUT,WITH_MEMORY_CARD_READER,WITH_MICROPHONE,WITH_WI_FI,__sale_terms_0__value_struct,__sale_terms_1__value_struct__number,__sale_terms_1__value_struct__unit,ADDITIONAL_INFO_REQUIRED,BATTERIES_FEATURES,PRODUCT_FEATURES,SHIPMENT_PACKING,HARD_DRIVE_INTERFACE,INCLUDES_PENCIL,IS_KIT,VIDEO_MEMORY_TYPES,WITH_ANTIREFLEX_SCREEN,WITH_BACKLIGHT_KEYBOARD,WITH_FINGERPRINT_READER,WITH_RETINA_DISPLAY,WITH_NUMERIC_PAD,DATA_STORAGE_TYPE,STORAGE,ALPHANUMERIC_MODEL,__seller_address__city__id,__sale_terms,__variations,GTIN,PACKAGE_HEIGHT,PACKAGE_LENGTH,PACKAGE_WEIGHT,PACKAGE_WIDTH,SELLER_SKU,__variations_1__id,__variations_1__price,__variations_1__attribute_combinations,__variations_1__available_quantity,__variations_1__sold_quantity,__variations_1__sale_terms,__variations_1__picture_ids,__variations_1__catalog_product_id,__variations_2__id,__variations_2__price,__variations_2__attribute_combinations,__variations_2__available_quantity,__variations_2__sold_quantity,__variations_2__sale_terms,__variations_2__picture_ids,__variations_2__catalog_product_id,__variations_3,MANUFACTURING_TIME,__variations_2,DETAILED_MODEL,PRODUCT_DATA_SOURCE,MAIN_COLOR,__sale_terms_2__value_struct__number,__sale_terms_2__value_struct__unit,__non_mercado_pago_payment_methods_0__id,__non_mercado_pago_payment_methods_0__description,__non_mercado_pago_payment_methods_0__type,__non_mercado_pago_payment_methods_1,__non_mercado_pago_payment_methods_1__id,__non_mercado_pago_payment_methods_1__description,__non_mercado_pago_payment_methods_1__type,__non_mercado_pago_payment_methods_2,SERIES,DESCRIPTIVE_TAGS,MAXIMUM_AMOUNT_OF_RAM,PROCESSOR,__descriptions,PART_NUMBER,COLOR,__shipping__methods,__sale_terms_1
373,MLA901180729,MLA,"Lenovo I7 10ma 8gb Ssd512 Gtx1660 Gamer, Autocad, Diseño",,605158155,MLA1652,,198000.0,198000.0,,ARS,4,1,3,buy_it_now,gold_special,2020-12-15T19:32:35.000Z,2040-12-10T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-901180729-lenovo-i7-10ma-8gb-ssd512-gtx1660-gamer-autocad-diseno-_JM,808225-MLA44191249069_112020,http://http2.mlstatic.com/D_808225-MLA44191249069_112020-I.jpg,https://http2.mlstatic.com/D_808225-MLA44191249069_112020-I.jpg,,True,[],me2,['mandatory_free_shipping'],,False,True,drop_off,False,none,Córdoba,AR-X,Córdoba,AR,Argentina,,,TUxBQ0NBUGNiZGQx,Córdoba,TUxBUENPUmFkZGIw,Córdoba,1116531462,,[],[],,active,[],"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",Garantía de fábrica: 12 meses,MLA16264683,MLA-NOTEBOOKS,,,[],False,2020-12-15T19:32:36.000Z,2021-03-10T16:24:55.693Z,0.88,False,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,WARRANTY_TIME,Tiempo de garantía,,12 meses,,,MLA901180729-3106853120,,73328.0,True,country,True,,,70735525711.0,198000.0,1.0,3.0,[],"['808225-MLA44191249069_112020', '995464-MLA44191150801_112020', '969321-MLA44191184141_112020', '782045-MLA44343216522_122020', '883293-MLA44191173407_112020', '800972-MLA44191184145_112020', '605302-MLA44191150971_112020', '758309-MLA44191158760_112020', '836085-MLA44191228704_112020', '641754-MLA44191236556_112020']",MLA16639102,,Lenovo,6,120 Hz,1920x1080,"15.6 """,LED,Nvidia GTX 1660 Ti 6GB,,No,Sí,No,Nuevo,Legion,5,Ion de litio,,,Home,Windows,10,Intel,Core i7,8 GB,DDR4,Full HD,512 GB,5,6 GB,2.3 kg,Sí,Sí,No,Sí,Sí,10,,,,,,,,,13.5 h,259.61 mm,,24 mm,16 GB,,2.6 GHz,2933 MHz,,Harman Kardon,2,,"3.1,C",HDMI,720 px,363.06 mm,Sí,Sí,,Sí,Sí,,12.0,meses,,,,,,,,,Sí,Sí,,,,,,,TUxBQ0NBUGNiZGQx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,MLA909577968,MLA,Notebook Hp Amd Ryzen 3 4gb Ram 1tb Hdd 14 Windows 10,,579983671,MLA1652,,59899.0,59899.0,,ARS,15,1,2,buy_it_now,gold_special,2021-02-24T20:47:35.000Z,2041-02-19T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-909577968-notebook-hp-amd-ryzen-3-4gb-ram-1tb-hdd-14-windows-10-_JM,987470-MLA44988306711_022021,http://http2.mlstatic.com/D_987470-MLA44988306711_022021-I.jpg,https://http2.mlstatic.com/D_987470-MLA44988306711_022021-I.jpg,,True,[],me2,"['self_service_in', 'mandatory_free_shipping']",,True,True,drop_off,False,none,San Cristóbal,AR-C,Capital Federal,AR,Argentina,TUxBQlNBTjkwNTZa,San Cristóbal,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,1153635765,,[],[],,active,[],"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",Garantía del vendedor: 12 meses,MLA16015277,MLA-NOTEBOOKS,,,[],False,2021-02-24T20:47:35.000Z,2021-03-11T00:00:34.561Z,0.9,False,WARRANTY_TIME,Tiempo de garantía,,12 meses,12.0,meses,WARRANTY_TYPE,Tipo de garantía,2230280,Garantía del vendedor,,,MLA909577968-3257212375,,73328.0,True,country,True,,,76983688426.0,59899.0,1.0,2.0,[],"['987470-MLA44988306711_022021', '924537-MLA44988315593_022021', '779677-MLA44988323545_022021', '601876-MLA44988339420_022021', '808772-MLA44988381103_022021', '841546-MLA44988382089_022021']",,,HP,,,1366 px x 768 px,"14 """,LED,,1 TB,No,No,No,Nuevo,Laptop,14-DK1025WM,,,,Home,Windows,10,AMD,Ryzen 3,4 GB,DDR4,HD,,3,,1.5 kg,Sí,Sí,No,Sí,Sí,6,,,,,,,,,10 h,225.8 mm,,19.8 mm,16 GB,,,,1,Stereo,2,,"2.0,C",HDMI,,324.1 mm,Sí,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,,TUxBQlNBTjkwNTZa,,,194850318597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,MLA907898223,MLA,Notebook Lenovo Ideapad Pentium 6405 4gb 128gb Ssd 14 Win 10,,397455633,MLA1652,,50999.0,50999.0,,ARS,40,1,5,buy_it_now,gold_special,2021-02-10T17:37:36.000Z,2041-02-05T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-907898223-notebook-lenovo-ideapad-pentium-6405-4gb-128gb-ssd-14-win-10-_JM,641886-MLA44858269924_022021,http://http2.mlstatic.com/D_641886-MLA44858269924_022021-I.jpg,https://http2.mlstatic.com/D_641886-MLA44858269924_022021-I.jpg,,True,[],me2,['mandatory_free_shipping'],,True,True,drop_off,False,none,Córdoba,AR-X,Córdoba,AR,Argentina,TUxBQkNFTjQ1NTRa,Centro,TUxBQ0NBUGNiZGQx,Córdoba,TUxBUENPUmFkZGIw,Córdoba,1054844621,,[],[],,active,[],"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",Garantía de fábrica: 12 meses,MLA17236278,MLA-NOTEBOOKS,,,[],False,2021-02-10T17:37:36.000Z,2021-03-11T22:07:52.940Z,0.88,False,WARRANTY_TIME,Tiempo de garantía,,12 meses,12.0,meses,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,MLA907898223-3228823500,,73328.0,True,country,True,,,75976305641.0,50999.0,1.0,5.0,[],"['641886-MLA44858269924_022021', '940894-MLA44858297139_022021', '909975-MLA44858274859_022021', '643527-MLA44858286547_022021', '612216-MLA44858297141_022021', '807669-MLA44858302042_022021']",,,Lenovo,2,,1366 px x 768 px,"14 """,LED,Intel UHD Graphics,,No,No,No,Nuevo,IdeaPad,3,Polímero de litio,,,Home,Windows,10,Intel,Pentium,4 GB,DDR4,HD,128 GB,2,,1.5 kg,Sí,Sí,No,Sí,Sí,6,,,,,,,,,8 h,241 mm,,19.9 mm,,,2.4 GHz,,,Dolby audio,2,,"2.0,3.1",HDMI,,327.1 mm,,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,14IML05,TUxBQ0NBUGNiZGQx,,,195042771145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,MLA841245012,MLA,Notebook 2 Nucleo Led 14 4gb Hdmi W8.1 Oferta Ultimas S/bate,,77152812,MLA1652,,27998.0,27998.0,,ARS,110,50,5,buy_it_now,gold_special,2020-02-27T19:46:56.000Z,2040-02-22T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-841245012-notebook-2-nucleo-led-14-4gb-hdmi-w81-oferta-ultimas-sbate-_JM,992458-MLA40921305388_022020,http://http2.mlstatic.com/D_992458-MLA40921305388_022020-I.jpg,https://http2.mlstatic.com/D_992458-MLA40921305388_022020-I.jpg,,True,[],me2,"['self_service_in', 'mandatory_free_shipping']",,True,True,drop_off,False,none,Lomas Del Mirador,AR-B,Buenos Aires,AR,Argentina,TUxBQkxPTTI1MjNa,Lomas del Mirador,TUxBQ0xBTWF0YW56,La Matanza,TUxBUEdSQWVmNTVm,Bs.As. G.B.A. Oeste,116123355,,[],[],,active,[],"['poor_quality_picture', 'poor_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",Garantía del vendedor: 6 meses,,MLA-NOTEBOOKS,,,[],False,2020-02-27T19:46:57.000Z,2021-03-11T13:56:04.000Z,0.8,False,WARRANTY_TIME,Tiempo de garantía,,6 meses,6.0,meses,WARRANTY_TYPE,Tipo de garantía,2230280,Garantía del vendedor,,,MLA841245012-2539460922,,73328.0,True,country,True,,,51393400146.0,27998.0,50.0,5.0,[],"['992458-MLA40921305388_022020', '628350-MLA40921328400_022020', '960198-MLA40921337157_022020', '800021-MLA40921257971_022020', '747261-MLA40921240875_022020', '689561-MLA40921303383_022020', '779804-MLA40921303439_022020', '742444-MLA40921281750_022020', '761421-MLA40921328323_022020', '997356-MLA40921352176_022020']",,,Pcbox,2,,1366 x 768,"14 """,LED,INTEL,160 GB,No,No,Sí,Nuevo,SLIM NOTEBOOK,KANT,sin bateria,,sin lectora,,Windows,8.1,Intel,dual core,2 GB,DDR3,HD,,,,2 kg,No,Sí,No,Sí,Sí,10,,,,,,,,,,,,,,,,,,,,,3.0,HDMI,1.3 Mpx,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,MLA885020298,MLA,Notebook Dell Inspiron 3583 Pantalla 15.6 4gb Ram 128gb Ssd ,,309453406,MLA1652,,68999.0,68999.0,,ARS,13,1,5,buy_it_now,gold_pro,2020-10-22T20:03:36.000Z,2040-10-17T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-885020298-notebook-dell-inspiron-3583-pantalla-156-4gb-ram-128gb-ssd-_JM,751787-MLA43836402531_102020,http://http2.mlstatic.com/D_751787-MLA43836402531_102020-I.jpg,https://http2.mlstatic.com/D_751787-MLA43836402531_102020-I.jpg,,True,[],me2,"['self_service_in', 'mandatory_free_shipping']",,True,True,drop_off,False,none,Belgrano,AR-C,Capital Federal,AR,Argentina,TUxBQkJFTDcyNTJa,Belgrano,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,874442025,,[],[],,active,[],"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",Garantía del vendedor: 3 meses,MLA15247986,MLA-NOTEBOOKS,,,[],False,2020-10-22T20:03:37.000Z,2021-03-11T18:29:20.776Z,0.9,False,WARRANTY_TIME,Tiempo de garantía,,3 meses,3.0,meses,WARRANTY_TYPE,Tipo de garantía,2230280,Garantía del vendedor,,,MLA885020298-2998165559,,73328.0,True,country,True,,,66536713742.0,68999.0,1.0,5.0,[],"['751787-MLA43836402531_102020', '925375-MLA43836414196_102020', '789639-MLA43836414241_102020', '838438-MLA43836421036_102020', '961106-MLA43836387933_102020', '848696-MLA43836387934_102020', '776947-MLA43836421039_102020', '697265-MLA43836392794_102020', '798246-MLA43836398652_102020']",,,Dell,4,,1366x768,"15.6 """,LED,Intel UHD Graphics 620,,No,No,No,Nuevo,Inspiron,3583,Ion de litio,,,Home,Windows,10,Intel,Celeron 4205U,4 GB,DDR4,HD,128 GB,3,,2 kg,Sí,Sí,No,Sí,Sí,9,,,,,,,,,35 h,258 mm,,19.8 mm,8 GB,4205U,,,2,Stereo,2,,"2.0,3.1","HDMI,VGA",1 Mpx,379.9 mm,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,Sí,,,,Sí,,,,,,,854007498076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,MLA871830615,MLA,"Notebook 15,6  Intel Celeron 4gb + Ssd 32gb Chrome Os Acer",,192769857,MLA1652,,41999.0,41999.0,,ARS,117,100,3,buy_it_now,gold_special,2020-08-05T16:46:02.000Z,2040-07-31T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-871830615-notebook-156-intel-celeron-4gb-ssd-32gb-chrome-os-acer-_JM,826592-MLA43038256761_082020,http://http2.mlstatic.com/D_826592-MLA43038256761_082020-I.jpg,https://http2.mlstatic.com/D_826592-MLA43038256761_082020-I.jpg,,True,[],me2,['mandatory_free_shipping'],,True,True,drop_off,False,none,Rosario,AR-S,Santa Fe,AR,Argentina,,,TUxBQ1JPUzg1Yjg3,Rosario,TUxBUFNBTmU5Nzk2,Santa Fe,169564538,,[],[],,active,[],"['extended_warranty_eligible', 'loyalty_discount_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",,,MLA-NOTEBOOKS,,,[],False,2020-08-05T16:46:03.000Z,2021-03-11T20:17:47.732Z,0.77,False,,,,,,,,,,,,,MLA871830615-2838196994,,73328.0,True,country,True,,,61384413830.0,41999.0,100.0,3.0,[],"['826592-MLA43038256761_082020', '788073-MLA43038256762_082020', '880041-MLA43038256765_082020', '786685-MLA43038256759_082020', '726986-MLA43038256763_082020', '806346-MLA43038256764_082020', '796433-MLA43038256760_082020', '809212-MLA43038256766_082020']",,,Acer,,,1366x768,"15.6 """,,UHD Graphics 600,,No,No,,Nuevo,Chromebook 315,CB315-3H-C2C3,"3-cell, Lithium Ion (Li-Ion)",,,,Google Chrome,,Intel,Celeron,4 GB,,,32 GB,,,,Sí,,No,Sí,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,TUxBQ1JPUzg1Yjg3,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,MLA879401289,MLA,Notebook Lenovo Celeron N4000 4gb 1tb 15.6 Dvd Freedos,,213074722,MLA1652,,50329.0,50329.0,,ARS,16,1,5,buy_it_now,gold_special,2020-09-18T15:59:46.000Z,2040-09-13T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-879401289-notebook-lenovo-celeron-n4000-4gb-1tb-156-dvd-freedos-_JM,637759-MLA43505486357_092020,http://http2.mlstatic.com/D_637759-MLA43505486357_092020-I.jpg,https://http2.mlstatic.com/D_637759-MLA43505486357_092020-I.jpg,,True,[],me2,['mandatory_free_shipping'],,True,True,drop_off,False,none,Córdoba,AR-X,Córdoba,AR,Argentina,TVhYQ29maWNvVFV4QlEwTkJVR05pWkdReA,Cofico,TUxBQ0NBUGNiZGQx,Córdoba,TUxBUENPUmFkZGIw,Córdoba,210839752,,[],[],,active,[],"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",,,MLA-NOTEBOOKS,,,[],False,2020-09-18T15:59:46.000Z,2021-03-11T20:47:40.887Z,0.66,False,,,,,,,,,,,,,MLA879401289-2929584867,,73328.0,True,country,True,,,,,,,,,,,Lenovo,2,,1366x768,"15.6 """,,CELERON N4000,1 TB,No,No,No,Nuevo,Premium,V130,Ion de litio,,Unidad de DVD,,FreeDOS,,Intel,Celeron,4 GB,DDR4,,,,,,,,No,,,4,,,,,,,,,,,,,,N400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81HL004FAK,,[],[],,,,,,9035,,,,,,,,,,,,,,,,,,,,81HL004FAK,,Gris,,,,,,,,,,,,,,,,,Gris,,
380,MLA853252961,MLA,Notebook Hp Core I3 1005g1 10ma Ssd 128gb 4gb 14' Windows 10,,156701430,MLA1652,,99999.0,99999.0,,ARS,153,1,75,buy_it_now,gold_special,2020-05-04T18:44:30.000Z,2040-04-29T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-853252961-notebook-hp-core-i3-1005g1-10ma-ssd-128gb-4gb-14-windows-10-_JM,907259-MLA42094172993_062020,http://http2.mlstatic.com/D_907259-MLA42094172993_062020-I.jpg,https://http2.mlstatic.com/D_907259-MLA42094172993_062020-I.jpg,,True,[],me2,['mandatory_free_shipping'],,False,True,drop_off,False,none,Palermo,AR-C,Capital Federal,AR,Argentina,TUxBQlBBTDI1MTVa,Palermo,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,1011660249,,[],[],,active,[],"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",Garantía del vendedor: 12 meses,MLA15317213,MLA-NOTEBOOKS,,,[],False,2020-05-04T18:44:30.000Z,2021-03-05T13:19:27.074Z,0.77,False,WARRANTY_TYPE,Tipo de garantía,2230280,Garantía del vendedor,,,WARRANTY_TIME,Tiempo de garantía,,12 meses,,,MLA853252961-2641587463,,73328.0,True,country,True,,,57448463391.0,99999.0,1.0,25.0,[],"['907259-MLA42094172993_062020', '813297-MLA42094198287_062020', '842634-MLA42094172986_062020', '644529-MLA42094195322_062020', '700793-MLA42094172987_062020', '719763-MLA42094177797_062020', '725192-MLA42094206073_062020']",,,HP,2,,1366 x 768,"14 """,LED,Intel UHD Graphics,,No,No,No,Nuevo,7PR51UA#ABA,14-DQ1038WM,"3-cell, 41 Wh Li-ion",,No,Home,Windows,10,Intel,Core i3,4 GB,DDR4,,128 GB,3,,1460 g,Sí,Sí,No,Sí,Sí,15,,,,,,,,,,22.5 cm,,1.79 cm,4 GB,,,,,Stereo,2,,3.1,,1 Mpx,32.4 cm,,Sí,Sí,Sí,Sí,,12.0,meses,,,,,,,,,Sí,,,,,,,,,,,,,,,,,57448356452.0,99999.0,"[{'id': 'COLOR', 'name': 'Color', 'value_id': '283165', 'value_name': 'Gris', 'value_struct': None, 'values': [{'id': '283165', 'name': 'Gris', 'struct': None}]}]",0.0,50.0,[],"['816683-MLA42094164902_062020', '986789-MLA42094198055_062020', '871254-MLA42094191162_062020', '685264-MLA42094195090_062020', '733220-MLA42094167836_062020', '771031-MLA42094164900_062020', '900988-MLA42094164905_062020', '618836-MLA42094172749_062020']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,MLA905228202,MLA,Notebook Asus Vivobook X512ja I5 8gb 1tb 15.6 W10h Nanotec,,58325213,MLA1652,,112274.0,112274.0,,ARS,14,1,2,buy_it_now,gold_special,2021-01-22T19:10:24.000Z,2041-01-17T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-905228202-notebook-asus-vivobook-x512ja-i5-8gb-1tb-156-w10h-nanotec-_JM,743335-MLA44674897524_012021,http://http2.mlstatic.com/D_743335-MLA44674897524_012021-I.jpg,https://http2.mlstatic.com/D_743335-MLA44674897524_012021-I.jpg,,True,[],me2,"['self_service_out', 'mandatory_free_shipping']",,True,True,drop_off,False,none,Belgrano,AR-C,Capital Federal,AR,Argentina,TUxBQkJFTDcyNTJa,Belgrano,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBUENBUGw3M2E1,Capital Federal,168253725,,[],[],,active,[],"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",Garantía de fábrica: 12 meses,MLA15833859,MLA-NOTEBOOKS,,,[],False,2021-01-22T19:10:24.000Z,2021-03-09T21:19:57.705Z,0.8,False,WARRANTY_TIME,Tiempo de garantía,,12 meses,12.0,meses,WARRANTY_TYPE,Tipo de garantía,2230279,Garantía de fábrica,,,MLA905228202-3186957889,,73328.0,True,country,True,,,73873275082.0,112274.0,1.0,2.0,[],"['743335-MLA44674897524_012021', '869072-MLA44674892730_012021', '719039-MLA44674876988_012021', '637333-MLA44674895591_012021', '966942-MLA44674882955_012021', '632132-MLA44674895520_012021', '760887-MLA44674901386_012021', '717595-MLA44674901388_012021']",,,Asus,4,,1366 x 768,"15.6 """,LED,Intel UHD Graphics,1 TB,No,No,,Nuevo,VivoBook,X512JA-BR383T,Ion de litio,,,Home,Windows,10,Intel,Core i5,8 GB,DDR4,HD,,4,,1.7 kg,Sí,Sí,No,Sí,Sí,8,,,,,,,,,,230.4 mm,,19.9 mm,,,,,1,Stereo,2,,"2.0,C,3.1",HDMI,,357.2 mm,,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,MLA872994382,MLA,Notebook Mini Intel Ql400 11.6¨/ Hd 500gb/ 4 Mb Ram   Outlet,,540828312,MLA1652,,30900.0,30900.0,,ARS,17,1,5,buy_it_now,gold_special,2020-08-12T16:53:28.000Z,2040-08-07T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-872994382-notebook-mini-intel-ql400-116-hd-500gb-4-mb-ram-outlet-_JM,800857-MLA42844070372_072020,http://http2.mlstatic.com/D_800857-MLA42844070372_072020-I.jpg,https://http2.mlstatic.com/D_800857-MLA42844070372_072020-I.jpg,,True,[],me2,['mandatory_free_shipping'],,True,True,drop_off,False,none,Villa Maipú,AR-B,Buenos Aires,AR,Argentina,TUxBQlZJTDgxODha,Villa Maipú,TUxBQ0dFTmVyYWxz,General San Martín,TUxBUEdSQWU4ZDkz,Bs.As. G.B.A. Norte,1118655227,,[],[],,active,[],"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",Garantía del vendedor: 3 meses,,MLA-NOTEBOOKS,,,[],False,2020-08-12T16:53:28.000Z,2021-03-11T17:21:44.221Z,0.77,False,WARRANTY_TYPE,Tipo de garantía,2230280,Garantía del vendedor,,,WARRANTY_TIME,Tiempo de garantía,,3 meses,,,MLA872994382-2852766431,,73328.0,True,country,True,,,61812542839.0,30900.0,1.0,5.0,[],"['800857-MLA42844070372_072020', '707695-MLA42844008078_072020', '891075-MLA42844008121_072020', '983546-MLA42844292408_072020']",,,Positivo BGH,,,,"11.6 """,,,500 GB,No,No,No,Nuevo,QL 400,QL400,,,,,Windows,8,Intel,,4 GB,DDR3,,,,,1600 g,,,No,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,3.0,meses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
