,id,site_id,title,price,sale_price,currency_id,available_quantity,sold_quantity,buying_mode,listing_type_id,stop_time,condition,permalink,thumbnail,thumbnail_id,accepts_mercadopago,original_price,category_id,official_store_id,domain_id,catalog_product_id,tags,order_backend,use_thumbnail_id,differential_pricing,seller__id,seller__permalink,seller__registration_date,seller__car_dealer,seller__real_estate_agency,seller__tags,seller__eshop__nick_name,seller__eshop__eshop_rubro,seller__eshop__eshop_id,seller__eshop__eshop_locations,seller__eshop__site_id,seller__eshop__eshop_logo_url,seller__eshop__eshop_status_id,seller__eshop__seller,seller__eshop__eshop_experience,seller__seller_reputation__transactions__total,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__period,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__completed,seller__seller_reputation__power_seller_status,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__level_id,seller__seller_reputation__metrics__claims__excluded__real_rate,seller__seller_reputation__metrics__claims__excluded__real_value,seller__seller_reputation__metrics__delayed_handling_time__excluded__real_rate,seller__seller_reputation__metrics__delayed_handling_time__excluded__real_value,seller__seller_reputation__metrics__cancellations__excluded__real_rate,seller__seller_reputation__metrics__cancellations__excluded__real_value,seller__seller_reputation__protection_end_date,seller__seller_reputation__real_level,seller__eshop__eshop_rubro__id,seller__eshop__eshop_rubro__name,seller__eshop__eshop_rubro__category_id,prices__id,prices__prices,prices__presentation__display_currency,prices__payment_method_prices,installments__quantity,installments__amount,installments__rate,installments__currency_id,address__state_id,address__state_name,address__city_id,address__city_name,shipping__free_shipping,shipping__mode,shipping__tags,shipping__logistic_type,shipping__store_pick_up,seller_address__id,seller_address__comment,seller_address__address_line,seller_address__zip_code,seller_address__country__id,seller_address__country__name,seller_address__state__id,seller_address__state__name,seller_address__city__id,seller_address__city__name,seller_address__latitude,seller_address__longitude,attributes_0__values,attributes_0__attribute_group_name,attributes_0__id,attributes_0__name,attributes_0__value_id,attributes_0__value_name,attributes_0__value_struct,attributes_0__attribute_group_id,attributes_0__source,attributes_1__name,attributes_1__values,attributes_1__attribute_group_name,attributes_1__source,attributes_1__id,attributes_1__value_id,attributes_1__value_name,attributes_1__value_struct,attributes_1__attribute_group_id,attributes_2__name,attributes_2__value_name,attributes_2__attribute_group_id,attributes_2__id,attributes_2__value_id,attributes_2__value_struct,attributes_2__values,attributes_2__attribute_group_name,attributes_2__source,attributes_3__value_struct,attributes_3__values,attributes_3__source,attributes_3__id,attributes_3__name,attributes_3__value_id,attributes_3__value_name,attributes_3__attribute_group_id,attributes_3__attribute_group_name,attributes_4__name,attributes_4__value_id,attributes_4__value_name,attributes_4__attribute_group_name,attributes_4__source,attributes_4__id,attributes_4__value_struct,attributes_4__values,attributes_4__attribute_group_id,attributes_4__value_struct__unit,attributes_4__value_struct__number,attributes_5__attribute_group_name,attributes_5__value_id,attributes_5__value_name,attributes_5__value_struct,attributes_5__values,attributes_5__id,attributes_5__name,attributes_5__attribute_group_id,attributes_5__source,attributes_5__value_struct__number,attributes_5__value_struct__unit,attributes_6__name,attributes_6__value_name,attributes_6__value_struct__unit,attributes_6__value_struct__number,attributes_6__attribute_group_name,attributes_6__source,attributes_6__id,attributes_6__value_id,attributes_6__values,attributes_6__attribute_group_id,attributes_6__value_struct,attributes_7__attribute_group_id,attributes_7__attribute_group_name,attributes_7__source,attributes_7__value_struct__number,attributes_7__value_struct__unit,attributes_7__name,attributes_7__value_id,attributes_7__value_name,attributes_7__values,attributes_7__id,attributes_7__value_struct,attributes_8__id,attributes_8__value_name,attributes_8__values,attributes_8__name,attributes_8__value_id,attributes_8__value_struct,attributes_8__attribute_group_id,attributes_8__attribute_group_name,attributes_8__source,attributes_8__value_struct__number,attributes_8__value_struct__unit,attributes_9__values,attributes_9__attribute_group_id,attributes_9__source,attributes_9__name,attributes_9__value_name,attributes_9__value_struct,attributes_9__id,attributes_9__value_id,attributes_9__attribute_group_name,attributes_9__value_struct__number,attributes_9__value_struct__unit,attributes_10
0,MLA904191375,MLA,Notebook Positivo Bgh At500 Cloudbook Intel Celeron 4gb 64gb,31999.0,,ARS,50,50,buy_it_now,gold_special,2041-01-09T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-904191375-notebook-positivo-bgh-at500-cloudbook-intel-celeron-4gb-64gb-_JM,http://http2.mlstatic.com/D_919909-MLA44580950507_012021-O.jpg,919909-MLA44580950507_012021,True,,MLA1652,,MLA-NOTEBOOKS,,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed', 'best_seller_candidate']",1,False,,109089,http://perfil.mercadolibre.com.ar/REAL-COLOR,1999-09-18T00:00:00.000-04:00,False,False,"['normal', 'user_info_verified', 'credits_profile', 'eshop', 'medium_seller', 'mshops', 'messages_as_seller', 'messages_as_buyer']",REAL-COLOR,,60904.0,[],MLA,http://resources.mlstatic.com/eshops/109089.png,2.0,109089.0,0.0,44907,4194,historic,0.04,0.93,0.03,40713,platinum,0.0187,73,60 days,0.0041,14,60 days,60 days,3695,0.0143,56,60 days,5_green,,,,,,,,,,,,MLA904191375,"[{'id': '12', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 31999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-09T18:23:13Z'}, {'id': '8', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2021-03-04T03:00:00Z', 'end_time': '2021-03-05T02:59:59Z', 'eligible': True}, 'amount': 30999, 'regular_amount': 36975, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1254130-MLA904191375', 'promotion_type': 'deal_of_the_day'}, 'last_updated': '2021-03-03T17:30:47Z'}]",ARS,[],12,4537.72,70.17,ARS,AR-C,Capital Federal,,"Versailles, Velez Sarsfield, Liniers",True,me2,"['self_service_in', 'mandatory_free_shipping']",cross_docking,True,,,,,AR,Argentina,AR-C,Capital Federal,,"Versailles, Velez Sarsfield, Liniers",,,"[{'id': '5601', 'name': 'BGH', 'struct': None, 'source': 1138849081739375}]",Otros,BRAND,Marca,5601,BGH,,OTHERS,1138849081739375,Condición del ítem,"[{'source': 1, 'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Otros,1,ITEM_CONDITION,2230284,Nuevo,,OTHERS,Línea,AT,OTHERS,LINE,,,"[{'source': 4060709329251625, 'id': None, 'name': 'AT', 'struct': None}]",Otros,4060709329251625,,"[{'id': None, 'name': 'AT500', 'struct': None, 'source': 1138849081739375}]",1138849081739375,MODEL,Modelo,,AT500,OTHERS,Otros,Marca del procesador,7855833,Intel,Otros,1138849081739375.0,PROCESSOR_BRAND,,"[{'id': '7855833', 'name': 'Intel', 'struct': None, 'source': 1138849081739375}]",OTHERS,,,Otros,44273,Celeron,,"[{'id': '44273', 'name': 'Celeron', 'struct': None, 'source': 1138849081739375}]",PROCESSOR_LINE,Línea del procesador,OTHERS,1138849081739375.0,,,Peso,2 kg,kg,2.0,Otros,3736718100820754.0,WEIGHT,999652,"[{'id': '999652', 'name': '2 kg', 'struct': {'number': 2, 'unit': 'kg'}, 'source': 3736718100820754}]",OTHERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MLA884925033,MLA,Notebook Hp Amd Ryzen 3 3250u 4gb 128gb Ssd Windows 10,59999.0,,ARS,100,500,buy_it_now,gold_special,2040-10-17T04:00:00.000Z,new,https://articulo.mercadolibre.com.ar/MLA-884925033-notebook-hp-amd-ryzen-3-3250u-4gb-128gb-ssd-windows-10-_JM,http://http2.mlstatic.com/D_852751-MLA43878190921_102020-O.jpg,852751-MLA43878190921_102020,True,74999.0,MLA1652,,MLA-NOTEBOOKS,MLA16041765,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed', 'best_seller_candidate']",2,False,,174556876,http://perfil.mercadolibre.com.ar/OVERHARD+DIGITAL,2015-01-08T08:19:41.000-04:00,False,False,"['normal', 'user_info_verified', 'credits_priority_4', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",OVERHARD DIGITAL,,162995.0,[],MLA,http://resources.mlstatic.com/eshops/174556876vf25324.png,1.0,174556876.0,0.0,457576,28823,historic,0.03,0.94,0.03,428753,platinum,0.0131,962,60 days,0.0363,2447,60 days,60 days,69389,0.0053,392,60 days,5_green,,,,,,,,,,,,MLA884925033,"[{'id': '18', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 59999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-04T20:38:59Z'}, {'id': '26', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2021-03-09T02:30:00Z', 'end_time': '2021-06-01T02:59:00Z', 'eligible': True}, 'amount': 59999, 'regular_amount': 74999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MLA5779', 'promotion_id': 'MLA5779', 'promotion_type': 'campaign'}, 'last_updated': '2021-03-11T16:49:54Z'}]",ARS,[],12,8508.36,70.17,ARS,AR-C,Capital Federal,,Villa Crespo,True,me2,"['self_service_in', 'mandatory_free_shipping']",cross_docking,False,,,,,AR,Argentina,AR-C,Capital Federal,,Villa Crespo,,,"[{'source': 6808261514773724, 'id': '49944', 'name': 'HP', 'struct': None}]",Otros,BRAND,Marca,49944,HP,,OTHERS,6808261514773724,Condición del ítem,"[{'struct': None, 'source': 6808261514773724, 'id': '2230284', 'name': 'Nuevo'}]",Otros,6808261514773724,ITEM_CONDITION,2230284,Nuevo,,OTHERS,Línea,Premium,OTHERS,LINE,884,,"[{'id': '884', 'name': 'Premium', 'struct': None, 'source': 6808261514773724}]",Otros,6808261514773724,,"[{'name': '14-DK1022WM', 'struct': None, 'source': 6808261514773724, 'id': '9190915'}]",6808261514773724,MODEL,Modelo,9190915,14-DK1022WM,OTHERS,Otros,Marca del procesador,18034,AMD,Otros,6808261514773724.0,PROCESSOR_BRAND,,"[{'name': 'AMD', 'struct': None, 'source': 6808261514773724, 'id': '18034'}]",OTHERS,,,Otros,1260236,Ryzen 3,,"[{'id': '1260236', 'name': 'Ryzen 3', 'struct': None, 'source': 6808261514773724}]",PROCESSOR_LINE,Línea del procesador,OTHERS,6808261514773724.0,,,Modelo del procesador,3250U,,,Otros,4709228965570453.0,PROCESSOR_MODEL,8915246,"[{'id': '8915246', 'name': '3250U', 'struct': None, 'source': 4709228965570453}]",OTHERS,,OTHERS,Otros,6808261514773724.0,1.69,kg,Peso,,1.69 kg,"[{'id': None, 'name': '1.69 kg', 'struct': {'number': 1.69, 'unit': 'kg'}, 'source': 6808261514773724}]",WEIGHT,,,,,,,,,,,,,,,,,,,,,,,,
2,MLA845307107,MLA,Notebook Gadnic Glow Cloudbook Intel 4gb Windows 10 + Funda,35999.0,,ARS,250,500,buy_it_now,gold_special,2040-04-06T20:45:39.000Z,new,https://articulo.mercadolibre.com.ar/MLA-845307107-notebook-gadnic-glow-cloudbook-intel-4gb-windows-10-funda-_JM,http://http2.mlstatic.com/D_986470-MLA43608468422_092020-O.jpg,986470-MLA43608468422_092020,True,,MLA1652,945.0,MLA-NOTEBOOKS,,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",3,False,,37133205,http://perfil.mercadolibre.com.ar/SALES+COM,2003-12-15T16:01:17.000-04:00,False,False,"['brand', 'user_info_verified', 'large_seller', 'eshop', 'developer', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",SALES COM,,36233.0,[],MLA,http://resources.mlstatic.com/eshops/37133205v1c42aa.png,1.0,37133205.0,0.0,172043,9776,historic,0.02,0.97,0.01,162267,platinum,0.0114,379,60 days,0.0031,98,60 days,60 days,31918,0.0015,53,60 days,5_green,,,,,,,,,,,,MLA845307107,"[{'id': 'f1bc646d-e50a-4f12-9a73-e29b8f0ef1d7', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 35999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-12-28T18:56:25Z'}]",ARS,[],12,5104.96,70.17,ARS,AR-C,Capital Federal,,Villa Ortúzar,True,me2,"['self_service_in', 'mandatory_free_shipping']",cross_docking,False,,,,,AR,Argentina,AR-C,Capital Federal,,Villa Ortúzar,,,"[{'id': '410974', 'name': 'Gadnic', 'struct': None, 'source': 6808261514773724}]",Otros,BRAND,Marca,410974,Gadnic,,OTHERS,6808261514773724,Condición del ítem,"[{'source': 6808261514773724, 'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Otros,6808261514773724,ITEM_CONDITION,2230284,Nuevo,,OTHERS,Línea,Gadnic,OTHERS,LINE,,,"[{'source': 6808261514773724, 'id': None, 'name': 'Gadnic', 'struct': None}]",Otros,6808261514773724,,"[{'id': None, 'name': 'NOT000A3', 'struct': None, 'source': 6795511568268166}]",6795511568268166,MODEL,Modelo,,NOT000A3,OTHERS,Otros,Marca del procesador,7855833,Intel,Otros,6808261514773724.0,PROCESSOR_BRAND,,"[{'id': '7855833', 'name': 'Intel', 'struct': None, 'source': 6808261514773724}]",OTHERS,,,Otros,109512,Atom,,"[{'source': 6808261514773724, 'id': '109512', 'name': 'Atom', 'struct': None}]",PROCESSOR_LINE,Línea del procesador,OTHERS,6808261514773724.0,,,Modelo del procesador,N3350,,,Otros,1183438784296846.0,PROCESSOR_MODEL,7899542,"[{'struct': None, 'source': 1183438784296846, 'id': '7899542', 'name': 'N3350'}]",OTHERS,,OTHERS,Otros,6808261514773724.0,1.2,kg,Peso,,1.2 kg,"[{'name': '1.2 kg', 'struct': {'number': 1.2, 'unit': 'kg'}, 'source': 6808261514773724, 'id': None}]",WEIGHT,,,,,,,,,,,,,,,,,,,,,,,,
3,MLA879479072,MLA,Notebook Core I3 14'' Memoria 4gb Almacenaje 256gb - Tedge,67999.0,,ARS,500,25,buy_it_now,gold_pro,2041-02-15T04:19:50.000Z,new,https://articulo.mercadolibre.com.ar/MLA-879479072-notebook-core-i3-14-memoria-4gb-almacenaje-256gb-tedge-_JM,http://http2.mlstatic.com/D_676510-MLA44963048538_022021-O.jpg,676510-MLA44963048538_022021,True,74000.0,MLA1652,1824.0,MLA-NOTEBOOKS,,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'ahora-12', 'immediate_payment', 'shipping_guaranteed']",4,False,{'id': 35713231},417972986,http://perfil.mercadolibre.com.ar/PL+MLA,2019-03-19T08:41:57.000-04:00,False,False,"['brand', 'user_info_verified', 'large_seller', 'mshops', 'messages_as_seller']",,,,,,,,,,371577,16758,historic,0.03,0.96,0.01,354819,platinum,0.0068,435,60 days,0.0,0,60 days,60 days,61082,0.0009,61,60 days,5_green,,,,,,,,,,,,MLA879479072,"[{'id': '3', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 74000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-02-19T20:06:59Z'}, {'id': '38', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2020-05-19T02:30:00Z', 'end_time': '2022-01-01T02:59:00Z', 'eligible': True}, 'amount': 67999, 'regular_amount': 74000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MLA4186', 'promotion_id': 'MLA4186', 'promotion_type': 'campaign'}, 'last_updated': '2021-03-09T04:58:13Z'}, {'id': '39', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2021-02-19T12:25:00Z', 'end_time': '2021-12-31T12:55:00Z', 'eligible': True}, 'amount': 67999, 'regular_amount': 74000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MLA5717', 'promotion_id': 'MLA5717', 'promotion_type': 'campaign'}, 'last_updated': '2021-03-09T04:58:13Z'}]",ARS,[],18,3777.72,0.0,ARS,AR-B,Buenos Aires,,Villa Celina,True,me2,"['fulfillment', 'mandatory_free_shipping']",fulfillment,False,,,,,AR,Argentina,AR-B,Buenos Aires,,Villa Celina,,,"[{'id': '8039499', 'name': 'Tedge', 'struct': None, 'source': 6808261514773724}]",Otros,BRAND,Marca,8039499,Tedge,,OTHERS,6808261514773724,Condición del ítem,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}]",Otros,6808261514773724,ITEM_CONDITION,2230284,Nuevo,,OTHERS,Línea,Celeron,OTHERS,LINE,,,"[{'source': 6808261514773724, 'id': None, 'name': 'Celeron', 'struct': None}]",Otros,6808261514773724,,"[{'id': None, 'name': 'NBi3-256/6/01', 'struct': None, 'source': 6808261514773724}]",6808261514773724,MODEL,Modelo,,NBi3-256/6/01,OTHERS,Otros,Marca del procesador,7855833,Intel,Otros,6808261514773724.0,PROCESSOR_BRAND,,"[{'source': 6808261514773724, 'id': '7855833', 'name': 'Intel', 'struct': None}]",OTHERS,,,Otros,,6ta Generación,,"[{'id': None, 'name': '6ta Generación', 'struct': None, 'source': 3376461333454861}]",PROCESSOR_LINE,Línea del procesador,OTHERS,3376461333454861.0,,,Modelo del procesador,Core™ i3-6157U,,,Otros,3376461333454861.0,PROCESSOR_MODEL,,"[{'id': None, 'name': 'Core™ i3-6157U', 'struct': None, 'source': 3376461333454861}]",OTHERS,,OTHERS,Otros,3376461333454861.0,1.49,kg,Peso,,1.49 kg,"[{'id': None, 'name': '1.49 kg', 'struct': {'number': 1.49, 'unit': 'kg'}, 'source': 3376461333454861}]",WEIGHT,,,,,,,,,,,,,,,,,,,,,,,,
4,MLA904982448,MLA,Notebook Dell Inspiron 15 Ryzen 5 Radeon Vega 8 8gb 256ssd,84999.0,,ARS,250,500,buy_it_now,gold_special,2041-01-22T19:59:06.000Z,new,https://articulo.mercadolibre.com.ar/MLA-904982448-notebook-dell-inspiron-15-ryzen-5-radeon-vega-8-8gb-256ssd-_JM,http://http2.mlstatic.com/D_982763-MLA44653693326_012021-O.jpg,982763-MLA44653693326_012021,True,,MLA1652,1938.0,MLA-NOTEBOOKS,MLA16537305,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",5,False,,608846165,http://perfil.mercadolibre.com.ar/1P+CE_FLA,2020-07-13T13:21:30.000-04:00,False,False,"['brand', 'user_info_verified', 'large_seller', 'credits_profile', 'messages_as_seller']",,,,,,,,,,278412,12673,historic,0.06,0.92,0.02,265739,platinum,0.0071,651,60 days,0.0,0,60 days,60 days,87571,0.0,0,60 days,5_green,,,,,,,,,,,,MLA904982448,"[{'id': '3', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 84999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-02-25T12:22:10Z'}]",ARS,[],12,12053.57,70.17,ARS,AR-B,Buenos Aires,,Villa Celina,True,me2,"['fulfillment', 'mandatory_free_shipping']",fulfillment,False,,,,,AR,Argentina,AR-B,Buenos Aires,,Villa Celina,,,"[{'id': '8216', 'name': 'Dell', 'struct': None, 'source': 8748668969142}]",Otros,BRAND,Marca,8216,Dell,,OTHERS,8748668969142,Condición del ítem,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 8748668969142}]",Otros,8748668969142,ITEM_CONDITION,2230284,Nuevo,,OTHERS,Línea,Inspiron,OTHERS,LINE,52041,,"[{'id': '52041', 'name': 'Inspiron', 'struct': None, 'source': 8748668969142}]",Otros,8748668969142,,"[{'source': 8748668969142, 'id': '6661451', 'name': '3505', 'struct': None}]",8748668969142,MODEL,Modelo,6661451,3505,OTHERS,Otros,Marca del procesador,18034,AMD,Otros,8748668969142.0,PROCESSOR_BRAND,,"[{'id': '18034', 'name': 'AMD', 'struct': None, 'source': 8748668969142}]",OTHERS,,,Otros,,Ryzen 5 3450u,,"[{'name': 'Ryzen 5 3450u', 'struct': None, 'source': 3376461333454861, 'id': None}]",PROCESSOR_LINE,Línea del procesador,OTHERS,3376461333454861.0,,,Peso,1.96 kg,kg,1.96,Otros,1183438784296846.0,WEIGHT,7891683,"[{'struct': {'number': 1.96, 'unit': 'kg'}, 'source': 1183438784296846, 'id': '7891683', 'name': '1.96 kg'}]",OTHERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,MLA886651108,MLA,Notebook Hp 15-cw1027la Amd Ryzen 7 3700u 12gb 512gb Ss2 W10,129999.0,,ARS,1,250,buy_it_now,gold_special,2040-12-13T16:46:16.000Z,new,https://articulo.mercadolibre.com.ar/MLA-886651108-notebook-hp-15-cw1027la-amd-ryzen-7-3700u-12gb-512gb-ss2-w10-_JM,http://http2.mlstatic.com/D_805409-MLA43981231063_112020-O.jpg,805409-MLA43981231063_112020,True,,MLA1652,317.0,MLA-NOTEBOOKS,MLA16369220,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",6,False,,260474743,http://perfil.mercadolibre.com.ar/TIENDAOFICIALHP-DM,2017-06-13T09:31:42.000-04:00,False,False,"['brand', 'user_info_verified', 'large_seller', 'eshop', 'mshops', 'developer', 'messages_as_seller', 'messages_as_buyer']",TIENDAOFICIALHP-DM,,415029.0,[],MLA,http://resources.mlstatic.com/eshops/260474743ve74c15.png,1.0,260474743.0,0.0,12930,618,historic,0.02,0.97,0.01,12312,platinum,0.012,26,60 days,0.0464,97,60 days,60 days,2084,0.0,0,60 days,5_green,,,,,,,,,,,,MLA886651108,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 129999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-10T20:29:47Z'}, {'id': '0ebcb22f-ea18-4b44-a05b-01e7784deb05', 'type': 'promotion', 'conditions': {'context_restrictions': [], 'start_time': '2020-12-01T02:30:00Z', 'end_time': '2020-12-26T02:59:00Z', 'eligible': True}, 'amount': 110999, 'regular_amount': 129999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MLA5167', 'promotion_id': 'MLA5167', 'promotion_type': 'campaign'}, 'last_updated': '2020-12-04T01:34:27Z'}]",ARS,[],12,18434.94,70.17,ARS,AR-C,Capital Federal,,Capital Federal,True,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",fulfillment,False,,,,,AR,Argentina,AR-C,Capital Federal,,Capital Federal,,,"[{'name': 'HP', 'struct': None, 'source': 6808261514773724, 'id': '49944'}]",Otros,BRAND,Marca,49944,HP,,OTHERS,6808261514773724,Condición del ítem,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}]",Otros,6808261514773724,ITEM_CONDITION,2230284,Nuevo,,OTHERS,Línea,Pavilion,OTHERS,LINE,49882,,"[{'id': '49882', 'name': 'Pavilion', 'struct': None, 'source': 6808261514773724}]",Otros,6808261514773724,,"[{'id': '9386507', 'name': '15-CW1027LA', 'struct': None, 'source': 6808261514773724}]",6808261514773724,MODEL,Modelo,9386507,15-CW1027LA,OTHERS,Otros,Marca del procesador,18034,AMD,Otros,6808261514773724.0,PROCESSOR_BRAND,,"[{'name': 'AMD', 'struct': None, 'source': 6808261514773724, 'id': '18034'}]",OTHERS,,,Otros,968657,Ryzen 7,,"[{'id': '968657', 'name': 'Ryzen 7', 'struct': None, 'source': 6808261514773724}]",PROCESSOR_LINE,Línea del procesador,OTHERS,6808261514773724.0,,,Modelo del procesador,3700U,,,Otros,1183438784296846.0,PROCESSOR_MODEL,7884531,"[{'id': '7884531', 'name': '3700U', 'struct': None, 'source': 1183438784296846}]",OTHERS,,OTHERS,Otros,6808261514773724.0,1.94,kg,Peso,7931510,1.94 kg,"[{'id': '7931510', 'name': '1.94 kg', 'struct': {'number': 1.94, 'unit': 'kg'}, 'source': 6808261514773724}]",WEIGHT,,,,,,,,,,,,,,,,,,,,,,,,
